sort,study,ref,source,species,taxon,thermy,growth,climate_pop,climate_sp,breeding,dispersal,migration,mating,parenting,SSD,ageclass,trait,unit,direction,category,background,Mean_M,SD_M,M_n,Mean_F,SD_F,F_n,behavioural categories,physiological category,Dependency temporal level,Dependency individual level,Dependency behaviour,notes,include_1,reason for exclusion,include_2
64,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,duration of tonic immobility,s,high values = slow,behavior,lab,16.67,14.14,18.00,15.00,14.14,18.00,NA,,NA,NA,NA,From Figure 1: strain 3  selected for LONG duration of tonic immobility CAFFEINE TREATMENT ,0,", levels dropped because too complicated dependencies",0
65,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,duration of tonic immobility,s,high values = slow,behavior,lab,1.84,4.04,18.00,1.07,2.15,18.00,NA,,NA,NA,NA,From Figure 1: strain 3 selected for SHORT duration of tonic immobility CAFFEINE TREATMENT ,0,", levels dropped because too complicated dependencies",0
66,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,616.66,952.29,34.00,466.66,641.34,34.00,boldness,,0,1,0,From Figure 3: strain 1 selected for LONG duration of tonic immobility NO CAFFEINE TREATMENT ,1,,1
67,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,910.35,932.89,34.00,1290.59,870.70,34.00,boldness,,0,2,0,From Figure 3: strain 1 selected for SHORTduration of tonic immobility NO CAFFEINE TREATMENT ,1,,1
68,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,433.33,388.69,34.00,466.66,680.21,34.00,boldness,,0,3,0,From Figure 3: strain 2 selected for LONG duration of tonic immobility NO CAFFEINE TREATMENT ,1,,1
69,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,693.29,590.83,34.00,970.61,932.89,34.00,boldness,,0,4,0,From Figure 3: strain 2 selected for SHORT duration of tonic immobility NO CAFFEINE TREATMENT ,1,,1
70,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,466.66,583.04,34.00,459.99,835.69,34.00,boldness,,0,5,0,From Figure 3: strain 3 selected for LONG duration of tonic immobility NO CAFFEINE TREATMENT ,1,,1
71,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,1279.92,1959.08,34.00,1274.59,2456.62,34.00,boldness,,0,6,0,From Figure 3: strain 3 selected for SHORT duration of tonic immobility NO CAFFEINE TREATMENT ,1,,1
72,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,966.65,777.38,34.00,1026.66,874.56,34.00,NA,,NA,NA,NA,From Figure 3: strain 1 selected for LONGduration of tonic immobility CAFFEINE TREATMENT ,0,", levels dropped because too complicated dependencies",0
73,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,1093.27,621.93,34.00,1509.24,1306.05,34.00,NA,,NA,NA,NA,From Figure 3: strain 1 selected for SHORT duration of tonic immobility CAFFEINE TREATMENT ,0,", levels dropped because too complicated dependencies",0
74,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,733.32,777.38,34.00,766.65,971.73,34.00,NA,,NA,NA,NA,From Figure 3: strain 2 selected for LONG duration of tonic immobility CAFFEINE TREATMENT ,0,", levels dropped because too complicated dependencies",0
75,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,1253.23,777.41,34.00,1119.93,995.09,34.00,NA,,NA,NA,NA,From Figure 3: strain 2 selected for SHORT duration of tonic immobility CAFFEINE TREATMENT ,0,", levels dropped because too complicated dependencies",0
76,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,893.32,874.56,34.00,933.32,874.56,34.00,NA,,NA,NA,NA,From Figure 3: strain 3 selected for LONG duration of tonic immobility CAFFEINE TREATMENT ,0,", levels dropped because too complicated dependencies",0
77,340,"Nakayama, S; Sasaki, K; Matsumura, K; Lewis, Z; Miyatake, T",10.1016/j.jinsphys.2012.02.011,Tribolium confusum,arthropod,ectotherm,determinate,artificial,artificial,semelparous,no sex bias,no,promiscuity,none,no difference,adults,Waling activity,mm,high values = fast,behavior,lab,901.28,839.60,34.00,1189.26,932.89,34.00,NA,,NA,NA,NA,From Figure 3: strain 3 selected for SHORT duration of tonic immobility CAFFEINE TREATMENT ,0,", levels dropped because too complicated dependencies",0
78,221,Isaksson et al.,10.1163/000579511X574204,Egernia whitii,reptile,ectotherm,unknown,temperate,temperate,iteroparous,no sex bias,no,polygyny,none,no difference,adults,Testosterone,ng/ml,high values = fast,physiology,semiwild,20.81,5.78,6.00,1.76,1.98,9.00,NA,other,0,0,0, ,1,,1
79,324,"Montiglio, PO; Garant, D; Thomas, D; Reale, D",10.1016/j.anbehav.2010.08.014,Mus musculus,mammal,endotherm,determinate,artificial,global,iteroparous,male biased,no,polygyny,female,males larger,adults,open field activity,No,high values = fast,behavior,lab,2321.88,10104.69,191.00,2449.33,10306.83,205.00,activity,,0,0,0, ,1,,1
80,516,"Yoder, CL; Maltecca, C; Cassady, JP; Flowers, WL; Price, S; See, MT",10.1016/j.livsci.2010.08.004,Sus scrofa,mammal,endotherm,determinate,temperate,temperate,iteroparous,male biased,no,polygyny,female,males larger,mixed,load score(activity),points,high values = fast,behavior,lab,2.02,1.37,2097.00,2.07,1.55,2677.00,activity,,0,1,1, ,1,,1
81,516,"Yoder, CL; Maltecca, C; Cassady, JP; Flowers, WL; Price, S; See, MT",10.1016/j.livsci.2010.08.004,Sus scrofa,mammal,endotherm,determinate,temperate,temperate,iteroparous,male biased,no,polygyny,female,males larger,mixed,scale score (activity),points,high values = fast,behavior,lab,2.16,1.37,2097.00,2.17,1.55,2677.00,activity,,0,1,1, ,1,,1
82,516,"Yoder, CL; Maltecca, C; Cassady, JP; Flowers, WL; Price, S; See, MT",10.1016/j.livsci.2010.08.004,Sus scrofa,mammal,endotherm,determinate,temperate,temperate,iteroparous,male biased,no,polygyny,female,males larger,mixed,vocal score,points,high values = slow,behavior,lab,1.10,0.46,2097.00,1.13,0.52,2677.00,stress-coping,,0,1,0, ,1,,1
83,324,"Montiglio, PO; Garant, D; Thomas, D; Reale, D",10.1016/j.anbehav.2010.08.014,Tamias striatus,mammal,endotherm,determinate,cold,temperate,iteroparous,male biased,no,promiscuity,female,females larger,mixed,open field activity,line crosses,high values = fast,behavior,semiwild,4.51,4.39,74.00,4.38,6.10,88.00,activity,,0,0,0, ,1,,1
84,M175,Schroderus et al. 2010,,Myodes glareolus,mammal,endotherm,determinate,cold,temperate,iteroparous,male biased,No,promiscuity,Female,No difference,unknown,Primary (anti-BGG) antibody response,log10 U/mL,high values = slow,physiology,semiwild,5.32,0.56,295.00,5.14,0.68,456.00,NA,immun,0,1,NA, ,1,,1
85,M175,Schroderus et al. 2010,,Myodes glareolus,mammal,endotherm,determinate,cold,temperate,iteroparous,male biased,No,promiscuity,Female,No difference,unknown,Total imunoglobulin G level (IgG),log10 U/mL,high values = slow,physiology,semiwild,6.02,0.25,323.00,6.16,0.25,515.00,NA,immun,0,1,NA, ,1,,1
86,M216,Karino et al. 2005,,Poecilia reticulata,fish,ectotherm,indeterminate,Arid,Tropical,iteroparous,male biased,No,promiscuity,none,females larger,adults,Food searching ability,s,high values = slow,behavior,semiwild,1264.70,524.60,22.00,1484.60,534.40,22.00,foraging,,0,0,0,"how does this behavior work on the POLS-scale?, ",0,", not a POLS trait",0
87,M85,Pavitt et al. 2014,,Cervus elaphus,mammal,endotherm,determinate,temperate,cold,iteroparous,male biased,Yes,polygyny,Female,males larger,juvenile,testosterone level in calves,pg/ml,high values = fast,physiology,wild,423.52,379.14,420.00,358.36,316.03,434.00,NA,other,0,0,NA, ,1,,1
88,M189,Forstmeier et al. 2009,,Taeniopygia guttata,bird,endotherm,determinate,artificial,Arid,iteroparous,no sex bias,No,social monogamy,both,No difference,adults,Mean pitch,Hz,high values = fast,behavior,lab,846.00,281.00,189.00,604.00,70.00,190.00,?,,0,1,1,"how does this behavior work on the POLS-scale?, ",0,", not a POLS trait",0
89,M189,Forstmeier et al. 2009,,Taeniopygia guttata,bird,endotherm,determinate,artificial,Arid,iteroparous,no sex bias,No,social monogamy,both,No difference,adults,Mean frequency,Hz,high values = fast,behavior,lab,3857.00,276.00,189.00,3778.00,306.00,190.00,?,,0,1,1,"how does this behavior work on the POLS-scale?, ",0,", not a POLS trait",0
90,M190,House et al. 2008,,Nicrophorus vespilloides,arthropod,ectotherm,determinate,temperate,global,iteroparous,no sex bias,No,social monogamy,both,females larger,adults,Mating speed,seconds,high values = slow,behavior,semiwild,180.58,207.95,582.00,190.06,250.96,603.00,?,,0,1,?,"how does this behavior work on the POLS-scale?, ",0,", not a POLS trait",0
91,M197,Saintilan et al. 2012,,Sus scrofa,mammal,endotherm,determinate,artificial,global,iteroparous,male biased,No,polygyny,female,males larger,unknown,ADFI average daily feed intake,g/day,high values = fast,physiology,domestic,2021.00,178.00,1121.00,1974.00,163.00,508.00,NA,other,0,1,NA, ,1,,1
92,M201,Walling et al. 2008,,Nicrophorus vespilloides,arthropod,ectotherm,determinate,temperate,global,iteroparous,no sex bias,No,social monogamy,both,females larger,adults,Direct parental care,s,high values = slow,behavior,semiwild,288.00,176.83,225.00,329.00,156.92,256.00,parenting,,0,1,1, ,1,,1
93,M46,Hicks et al. 1999,,Sus scrofa domestica,mammal,endotherm,determinate,artificial,global,iteroparous,male biased,No,polygyny,female,males larger,adults,Average daily gain,g,high values = fast,development,domestic,777.60,108.20,757.00,725.90,105.90,1476.00,NA,,0,0,NA, ,1,,1
94,M197,Saintilan et al. 2012,,Sus scrofa,mammal,endotherm,determinate,artificial,global,iteroparous,male biased,No,polygyny,female,males larger,unknown,ADG average daily gain,g/day,high values = fast,physiology,domestic,837.00,92.00,1121.00,746.00,70.00,508.00,NA,other,0,1,NA, ,1,,1
95,M201,Walling et al. 2008,,Nicrophorus vespilloides,arthropod,ectotherm,determinate,temperate,global,iteroparous,no sex bias,No,social monogamy,both,females larger,adults,Indirect parental care,s,high values = slow,behavior,semiwild,66.30,85.84,225.00,62.50,85.41,256.00,parenting,,0,1,1, ,1,,1
96,M71,Merks 1986 ,,Sus scrofa domestica,mammal,endotherm,determinate,artificial,global,iteroparous,male biased,No,polygyny,female,males larger,mixed,Daily gain on test GY,g,high values = fast,development,domestic,824.00,52.00,1863.00,786.00,49.00,3726.00,NA,,0,0,NA, ,1,,1
97,M115,Stålhammar and Philipsson 1997 ,,Bos taurus,mammal,endotherm,determinate,artificial,artificial,iteroparous,unknown,No,polygyny,female,males larger,mixed,Post-weaning weight gain Simmental,kg,high values = fast,development,domestic,191.00,51.00,2365.00,131.00,42.00,3282.00,NA,,1,1,NA, ,1,,1
98,M115,Stålhammar and Philipsson 1997 ,,Bos taurus,mammal,endotherm,determinate,artificial,artificial,iteroparous,unknown,No,polygyny,female,males larger,mixed,Post-weaning weight gain Charolais,kg,high values = fast,development,domestic,198.00,51.00,6145.00,135.00,40.00,10181.00,NA,,2,2,NA, ,1,,1
99,M189,Forstmeier et al. 2009,,Taeniopygia guttata,bird,endotherm,determinate,artificial,Arid,iteroparous,no sex bias,No,social monogamy,both,No difference,adults,Call duration,ms,high values = fast,behavior,lab,205.00,50.00,189.00,292.00,40.00,190.00,?,,0,1,1,"how does this behavior work on the POLS-scale?, ",0,", not a POLS trait",0
100,M71,Merks 1986 ,,Sus scrofa domestica,mammal,endotherm,determinate,artificial,global,iteroparous,male biased,No,polygyny,female,males larger,mixed,Daily gain on test NL,g,high values = fast,development,domestic,800.00,50.00,1817.00,753.00,44.00,3635.00,NA,,0,0,NA, ,1,,1
101,M169,Hallsson and Björklund 2012,,Callosobruchus maculatus,arthropod,ectotherm,determinate,artificial,global,semelparous,male biased,No,polygyny,none,females larger,adults,Development time - white - 36 degrees,days,high values = slow,development,lab,23.92,48.45,1728.00,24.10,45.72,1729.00,NA,,0,0,NA,"fullsib split design so each treatment and replicate contains fullsibs, so there is dependence on two levels, but still different inds so count as independent ",1,,1
102,M115,Stålhammar and Philipsson 1997 ,,Bos taurus,mammal,endotherm,determinate,artificial,artificial,iteroparous,unknown,No,polygyny,female,males larger,mixed,Post-weaning weight gain Hereford,kg,high values = fast,development,domestic,157.00,47.00,4915.00,109.00,34.00,7536.00,NA,,3,3,NA, ,1,,1
103,M115,Stålhammar and Philipsson 1997 ,,Bos taurus,mammal,endotherm,determinate,artificial,artificial,iteroparous,unknown,No,polygyny,female,males larger,mixed,Weight gain from birth to weaning Simmental,kg,high values = fast,development,domestic,249.00,46.00,5077.00,217.00,40.00,5208.00,NA,,1,1,NA, ,1,,1
104,M169,Hallsson and Björklund 2012,,Callosobruchus maculatus,arthropod,ectotherm,determinate,artificial,global,semelparous,male biased,No,polygyny,none,females larger,adults,Development time - white - 30 degrees,days,high values = slow,development,lab,25.26,45.25,1728.00,25.35,43.88,1729.00,NA,,0,0,NA,"fullsib split design so each treatment and replicate contains fullsibs, so there is dependence on two levels, but still different inds so count as independent ",1,,1
105,M115,Stålhammar and Philipsson 1997 ,,Bos taurus,mammal,endotherm,determinate,artificial,artificial,iteroparous,unknown,No,polygyny,female,males larger,mixed,Post-weaning weight gain Aberdeen Angus,kg,high values = fast,development,domestic,143.00,44.00,739.00,106.00,29.00,840.00,NA,,4,4,NA, ,1,,1
106,M115,Stålhammar and Philipsson 1997 ,,Bos taurus,mammal,endotherm,determinate,artificial,artificial,iteroparous,unknown,No,polygyny,female,males larger,mixed,Weight gain from birth to weaning Charolais,kg,high values = fast,development,domestic,230.00,44.00,12624.00,205.00,37.00,15323.00,NA,,2,2,NA, ,1,,1
107,M115,Stålhammar and Philipsson 1997 ,,Bos taurus,mammal,endotherm,determinate,artificial,artificial,iteroparous,unknown,No,polygyny,female,males larger,mixed,Post-weaning weight gain Limousin,kg,high values = fast,development,domestic,189.00,42.00,1068.00,128.00,33.00,1616.00,NA,,5,5,NA, ,1,,1
108,M45,Havill et al. 2004,,Papio hamadryas,mammal,endotherm,determinate,unknown,Arid,iteroparous,no sex bias,No,polygyny,female,males larger,mixed,Serum bone-specific alkaline phosphatase,U/L,high values = fast,physiology,semiwild,52.20,38.74,213.00,41.52,19.30,444.00,NA,other,0,0,NA, ,1,,1
109,M115,Stålhammar and Philipsson 1997 ,,Bos taurus,mammal,endotherm,determinate,artificial,artificial,iteroparous,unknown,No,polygyny,female,males larger,mixed,Weight gain from birth to weaning Hereford,kg,high values = fast,development,domestic,194.00,38.00,9492.00,175.00,32.00,11202.00,NA,,3,3,NA, ,1,,1
110,M115,Stålhammar and Philipsson 1997 ,,Bos taurus,mammal,endotherm,determinate,artificial,artificial,iteroparous,unknown,No,polygyny,female,males larger,mixed,Weight gain from birth to weaning Limousin,kg,high values = fast,development,domestic,213.00,38.00,2353.00,192.00,33.00,2659.00,NA,,5,5,NA, ,1,,1
111,M115,Stålhammar and Philipsson 1997 ,,Bos taurus,mammal,endotherm,determinate,artificial,artificial,iteroparous,unknown,No,polygyny,female,males larger,mixed,Weight gain from birth to weaning Aberdeen Angus,kg,high values = fast,development,domestic,185.00,36.00,1625.00,165.00,30.00,1643.00,NA,,4,4,NA, ,1,,1
112,M169,Hallsson and Björklund 2012,,Callosobruchus maculatus,arthropod,ectotherm,determinate,artificial,global,semelparous,male biased,No,polygyny,none,females larger,adults,Development time - red - 36 degrees,days,high values = slow,development,lab,24.87,32.91,1728.00,25.04,31.08,1729.00,NA,,0,0,NA,"fullsib split design so each treatment and replicate contains fullsibs, so there is dependence on two levels, but still different inds so count as independent ",1,,1
